Akt,AktpS473,AktpT308,Coomassie_blue,ERK,FourEBP1,FourEBP1pT37_46,GAPDH,IRS1,IRS1pS636_639,PDK1,PI3K_p110,PRAS40,PRAS40pS183,PRAS40pT246,S6K,S6KpT230,S6KpT389,TSC2,TSC2pT1462,mTOR,raptor,rictor,Insulin_indep,AA_indep,Akt_indep,AktpS473_indep,AktpT308_indep,Coomassie_blue_indep,ERK_indep,FourEBP1_indep,FourEBP1pT37_46_indep,GAPDH_indep,IRS1_indep,IRS1pS636_639_indep,PDK1_indep,PI3K_p110_indep,PRAS40_indep,PRAS40pS183_indep,PRAS40pT246_indep,S6K_indep,S6KpT230_indep,S6KpT389_indep,TSC2_indep,TSC2pT1462_indep,mTOR_indep,raptor_indep,rictor_indep,Insulin_indep_indep,AA_indep_indep
0.9124689592830607,1.0869442760403862,0.9548240142574698,1.0,0.8048283201286223,1.2718138273659227,1.2302692143473755,0.7127938098521663,0.6689173418308356,0.686378908311111,1.0261625219573962,1.1204815486519268,1.0339569020459416,1.0044487908243498,1.0840497086472827,0.7493776554504352,0.765670506546469,0.4834532788938027,1.1595380923260097,1.1472994440816386,0.9021308737417054,0.998329412271795,1.0052026658580755,1,1,0.9124689592830607,1.0869442760403862,0.9548240142574698,1.0,0.8048283201286223,1.2718138273659227,1.2302692143473755,0.7127938098521663,0.6689173418308356,0.686378908311111,1.0261625219573962,1.1204815486519268,1.0339569020459416,1.0044487908243498,1.0840497086472827,0.7493776554504352,0.765670506546469,0.4834532788938027,1.1595380923260097,1.1472994440816386,0.9021308737417054,0.998329412271795,1.0052026658580755,1,1
