Akt,AktpS473,AktpT308,Coomassie_blue,ERK,FourEBP1,FourEBP1pT37_46,GAPDH,IRS1,IRS1pS636_639,PDK1,PI3K_p110,PRAS40,PRAS40pS183,PRAS40pT246,S6K,S6KpT230,S6KpT389,TSC2,TSC2pT1462,mTOR,raptor,rictor,Insulin_indep,AA_indep,Akt_indep,AktpS473_indep,AktpT308_indep,Coomassie_blue_indep,ERK_indep,FourEBP1_indep,FourEBP1pT37_46_indep,GAPDH_indep,IRS1_indep,IRS1pS636_639_indep,PDK1_indep,PI3K_p110_indep,PRAS40_indep,PRAS40pS183_indep,PRAS40pT246_indep,S6K_indep,S6KpT230_indep,S6KpT389_indep,TSC2_indep,TSC2pT1462_indep,mTOR_indep,raptor_indep,rictor_indep,Insulin_indep_indep,AA_indep_indep
0.9329418354811518,0.7583291283336595,0.9937962873322365,1.0,0.949984011177496,0.9861064906295667,0.9633642652249333,1.1982884413534143,0.7634597351440223,0.7999283944760425,0.8546789468602743,0.8591850586852314,0.9500069858336877,0.919318308998793,0.9400316898849056,0.7237491287350508,0.7184755530381541,0.8886018915160361,0.9302763887941524,0.8851325964164024,1.1324304280359714,1.1314237164834067,0.9011545116639311,1,1,0.9329418354811518,0.7583291283336595,0.9937962873322365,1.0,0.949984011177496,0.9861064906295667,0.9633642652249333,1.1982884413534143,0.7634597351440223,0.7999283944760425,0.8546789468602743,0.8591850586852314,0.9500069858336877,0.919318308998793,0.9400316898849056,0.7237491287350508,0.7184755530381541,0.8886018915160361,0.9302763887941524,0.8851325964164024,1.1324304280359714,1.1314237164834067,0.9011545116639311,1,1
