Akt,AktpS473,AktpT308,Coomassie_blue,ERK,FourEBP1,FourEBP1pT37_46,GAPDH,IRS1,IRS1pS636_639,PDK1,PI3K_p110,PRAS40,PRAS40pS183,PRAS40pT246,S6K,S6KpT230,S6KpT389,TSC2,TSC2pT1462,mTOR,raptor,rictor,Insulin_indep,AA_indep,Akt_indep,AktpS473_indep,AktpT308_indep,Coomassie_blue_indep,ERK_indep,FourEBP1_indep,FourEBP1pT37_46_indep,GAPDH_indep,IRS1_indep,IRS1pS636_639_indep,PDK1_indep,PI3K_p110_indep,PRAS40_indep,PRAS40pS183_indep,PRAS40pT246_indep,S6K_indep,S6KpT230_indep,S6KpT389_indep,TSC2_indep,TSC2pT1462_indep,mTOR_indep,raptor_indep,rictor_indep,Insulin_indep_indep,AA_indep_indep
1.1576160257178996,1.1617223381994772,1.0476255526381657,1.0,1.2504529084928278,0.741883670861874,0.8084643944031119,1.0973266673157596,1.5740074203167806,1.5171663249398957,1.137381062311392,1.0351437518860922,1.0224948617558893,1.0782464383661778,0.9796400696349875,1.5391688285547094,1.5331170511593062,1.6358003970099835,0.9114078829691924,0.9708986202707357,0.968267061556956,0.860452348188643,1.1039188163156302,1,1,1.1576160257178996,1.1617223381994772,1.0476255526381657,1.0,1.2504529084928278,0.741883670861874,0.8084643944031119,1.0973266673157596,1.5740074203167806,1.5171663249398957,1.137381062311392,1.0351437518860922,1.0224948617558893,1.0782464383661778,0.9796400696349875,1.5391688285547094,1.5331170511593062,1.6358003970099835,0.9114078829691924,0.9708986202707357,0.968267061556956,0.860452348188643,1.1039188163156302,1,1
