Time	[IRS1]	[IRS1a]	[IRS1pS636_639]	[Akt]	[AktpT308]	[TSC2]	[TSC2pT1462]	[PRAS40]	[PRAS40pT246]	[S6K]	[S6KpT389]	[FourEBP1]	[FourEBP1pT37_46]	[PI3K]	[pPI3K]	[pmTORC1]	[mTORC1cyt]	[mTORC1lys]	Values[Insulin]	Values[AA]	Values[_kIRS1Act]	Values[_kIRS1Inact]	Values[kIRS1Phos]	Values[_kPI3KPhos]	Values[kPI3KDephos]	Values[_kAktPhos]	Values[kAktDephos]	Values[kTSC2Phos]	Values[_kTSC2Dephos]	Values[_kmTORC1cytToLys]	Values[_kmTORC1LysToCyt]	Values[_kmTORC1Phos]	Values[kmTORC1Dephos]	Values[_kPras40Phos]	Values[kPras40Dephos]	Values[_kFourEBP1Phos]	Values[kFourEBP1Dephos]	Values[_kS6KPhos]	Values[kS6KDephos]
135.17	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.18	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.19	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.2	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.21	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.22	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.23	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.24	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.25	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.26	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.27	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.28	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.29	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.3	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.31	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.32	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.33	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.34	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.35	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.36	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.37	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.38	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.39	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.4	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.41	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.42	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.43	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.44	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.45	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.46	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.47	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.48	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.49	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.5	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.51	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.52	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.53	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.54	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.55	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.56	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.57	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.58	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.59	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.6	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.61	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.62	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.63	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.64	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.65	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.66	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.67	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.68	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.69	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.7	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.71	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.72	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.73	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.74	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.75	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.76	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.77	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.78	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.79	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.8	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.81	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.82	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.83	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.84	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.85	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.86	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.87	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.88	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.89	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.9	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.91	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.92	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.93	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.94	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.95	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135.96	4.71254	0.57493	4.71254	5	5	1.66667	8.33333	1.66667	8.33333	1.80328	8.19672	1.80328	8.19672	6.34949	3.65051	4.54545	2.72728	2.72727	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
