Time	[IRS1]	[IRS1a]	[IRS1pS636_639]	[Akt]	[AktpT308]	[TSC2]	[TSC2pT1462]	[PRAS40]	[PRAS40pT246]	[S6K]	[S6KpT389]	[FourEBP1]	[FourEBP1pT37_46]	[PI3K]	[pPI3K]	[pmTORC1]	[mTORC1cyt]	[mTORC1lys]	Values[Insulin]	Values[AA]	Values[_kIRS1Act]	Values[_kIRS1Inact]	Values[kIRS1Phos]	Values[_kPI3KPhos]	Values[kPI3KDephos]	Values[_kAktPhos]	Values[kAktDephos]	Values[kTSC2Phos]	Values[_kTSC2Dephos]	Values[_kmTORC1cytToLys]	Values[_kmTORC1LysToCyt]	Values[_kmTORC1Phos]	Values[kmTORC1Dephos]	Values[_kPras40Phos]	Values[kPras40Dephos]	Values[_kFourEBP1Phos]	Values[kFourEBP1Dephos]	Values[_kS6KPhos]	Values[kS6KDephos]
0	10	0	0	10	0	0	10	10	0	10	0	10	0	10	0	0	10	0	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.01	9.99	0.009995	2.45356e-16	10	1.66583e-07	0.009995	9.99	10	4.1639e-10	10	8.32138e-11	10	8.32138e-11	9.99995	4.99666e-05	3.32875e-08	9.99001	0.00998997	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.02	9.98002	0.01998	9.68682e-15	10	1.33199e-06	0.01998	9.98002	10	6.65858e-09	10	1.32984e-09	10	1.32984e-09	9.9998	0.000199732	2.65932e-07	9.98004	0.0199598	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.03	9.97004	0.029955	1.03119e-13	10	4.49319e-06	0.029955	9.97004	10	3.3689e-08	10	6.72364e-09	10	6.72364e-09	9.99955	0.000449091	8.9628e-07	9.97009	0.0299093	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.04	9.96008	0.0399201	5.69246e-13	9.99999	1.06451e-05	0.0399201	9.96008	10	1.06409e-07	10	2.12223e-08	10	2.12223e-08	9.9992	0.000797838	2.12157e-06	9.96016	0.0398383	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.05	9.95012	0.0498752	2.15787e-12	9.99998	2.07805e-05	0.0498752	9.95012	10	2.5963e-07	10	5.17443e-08	10	5.17443e-08	9.99875	0.00124576	4.13793e-06	9.95025	0.0497467	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.06	9.94018	0.0598204	6.42235e-12	9.99996	3.58901e-05	0.0598204	9.94018	10	5.38039e-07	10	1.07156e-07	10	1.07156e-07	9.99821	0.00179266	7.14037e-06	9.94036	0.0596343	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.07	9.93024	0.0697556	1.61637e-11	9.99994	5.69625e-05	0.0697556	9.93024	10	9.96173e-07	10	1.98259e-07	10	1.98259e-07	9.99756	0.0024383	1.13228e-05	9.93049	0.069501	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.08	9.92032	0.0796809	3.60032e-11	9.99992	8.4984e-05	0.0796808	9.92032	10	1.69838e-06	10	3.37775e-07	10	3.37775e-07	9.99682	0.00318248	1.6878e-05	9.92064	0.0793466	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.09	9.9104	0.0895962	7.28483e-11	9.99988	0.000120939	0.0895962	9.9104	10	2.71879e-06	10	5.40336e-07	10	5.40336e-07	9.99598	0.00402497	2.39975e-05	9.91081	0.0891709	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.1	9.9005	0.0995017	1.36691e-10	9.99983	0.000165808	0.0995016	9.9005	10	4.1413e-06	10	8.22468e-07	10	8.22468e-07	9.99503	0.00496556	3.2872e-05	9.90099	0.0989738	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.11	9.8906	0.109397	2.41592e-10	9.99978	0.000220573	0.109397	9.8906	9.99999	6.05949e-06	10	1.20258e-06	10	1.20258e-06	9.994	0.00600401	4.36908e-05	9.8912	0.108755	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.12	9.88072	0.119283	4.06433e-10	9.99971	0.000286209	0.119283	9.88072	9.99999	8.57667e-06	10	1.70095e-06	10	1.70095e-06	9.99286	0.0071401	5.66422e-05	9.88143	0.118515	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.13	9.87084	0.129159	6.55786e-10	9.99964	0.000363691	0.129159	9.87084	9.99999	1.18058e-05	10	2.33971e-06	10	2.33971e-06	9.99163	0.00837361	7.19133e-05	9.87168	0.128253	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.14	9.86098	0.139025	1.02119e-09	9.99955	0.000453992	0.139024	9.86098	9.99998	1.58693e-05	10	3.14283e-06	10	3.14283e-06	9.9903	0.00970429	8.96901e-05	9.86194	0.137969	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.15	9.85112	0.148881	1.54221e-09	9.99944	0.000558082	0.14888	9.85112	9.99998	2.08995e-05	10	4.13613e-06	10	4.13613e-06	9.98887	0.0111319	0.000110157	9.85223	0.147663	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.16	9.84127	0.158727	2.26762e-09	9.99932	0.000676927	0.158726	9.84127	9.99997	2.70379e-05	9.99999	5.34722e-06	9.99999	5.34722e-06	9.98734	0.0126562	0.000133499	9.84253	0.157334	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.17	9.83144	0.168563	3.25687e-09	9.99919	0.000811494	0.168563	9.83144	9.99997	3.44359e-05	9.99999	6.80552e-06	9.99999	6.80552e-06	9.98572	0.014277	0.000159897	9.83286	0.166983	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.18	9.82161	0.17839	4.58139e-09	9.99904	0.000962742	0.178389	9.82161	9.99996	4.3254e-05	9.99999	8.54225e-06	9.99999	8.54225e-06	9.98401	0.0159941	0.000189534	9.8232	0.17661	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.19	9.81179	0.188206	6.32612e-09	9.99887	0.00113163	0.188206	9.81179	9.99995	5.36624e-05	9.99999	1.05904e-05	9.99999	1.05904e-05	9.98219	0.0178071	0.000222589	9.81356	0.186214	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.2	9.80199	0.198013	8.59111e-09	9.99868	0.00131912	0.198012	9.80199	9.99993	6.58406e-05	9.99999	1.29847e-05	9.99999	1.29847e-05	9.98028	0.0197158	0.000259241	9.80395	0.195795	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.21	9.79219	0.20781	1.14931e-08	9.99847	0.00152616	0.207809	9.79219	9.99992	7.99775e-05	9.99998	1.57617e-05	9.99998	1.57617e-05	9.97828	0.02172	0.000299669	9.79435	0.205353	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.22	9.7824	0.217598	1.51673e-08	9.99825	0.0017537	0.217596	9.7824	9.9999	9.62713e-05	9.99998	1.89596e-05	9.99998	1.89596e-05	9.97618	0.0238194	0.000344049	9.78477	0.214888	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.23	9.77262	0.227375	1.97693e-08	9.998	0.0020027	0.227373	9.77263	9.99989	0.000114929	9.99998	2.26183e-05	9.99998	2.26183e-05	9.97399	0.0260139	0.000392557	9.77521	0.2244	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.24	9.76286	0.237143	2.54766e-08	9.99773	0.00227409	0.23714	9.76286	9.99986	0.000136169	9.99997	2.67796e-05	9.99997	2.67796e-05	9.9717	0.028303	0.000445367	9.76567	0.233888	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.25	9.7531	0.246901	3.2491e-08	9.99743	0.00256881	0.246898	9.7531	9.99984	0.000160215	9.99997	3.14868e-05	9.99997	3.14868e-05	9.96931	0.0306866	0.000502652	9.75614	0.243353	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.26	9.74335	0.256649	4.10403e-08	9.99711	0.00288782	0.256645	9.74335	9.99981	0.000187304	9.99996	3.6785e-05	9.99996	3.6785e-05	9.96684	0.0331644	0.000564585	9.74664	0.252795	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.27	9.73361	0.266388	5.13807e-08	9.99677	0.00323203	0.266383	9.73362	9.99978	0.000217679	9.99996	4.27208e-05	9.99996	4.27208e-05	9.96426	0.0357361	0.000631337	9.73716	0.262212	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.28	9.72388	0.276116	6.37988e-08	9.9964	0.00360239	0.276111	9.72389	9.99975	0.000251593	9.99995	4.93426e-05	9.99995	4.93426e-05	9.9616	0.0384016	0.000703077	9.72769	0.271606	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.29	9.71416	0.285835	7.86137e-08	9.996	0.00399982	0.285829	9.71417	9.99971	0.00028931	9.99994	5.67005e-05	9.99994	5.67005e-05	9.95884	0.0411604	0.000779973	9.71824	0.280976	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.3	9.70446	0.295545	9.61795e-08	9.99557	0.00442524	0.295537	9.70446	9.99967	0.000331101	9.99994	6.48461e-05	9.99994	6.48461e-05	9.95599	0.0440123	0.000862194	9.70882	0.290322	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.31	9.69476	0.305244	1.16888e-07	9.99512	0.00487959	0.305235	9.69476	9.99962	0.000377245	9.99993	7.38326e-05	9.99993	7.38326e-05	9.95304	0.0469571	0.000949906	9.69941	0.299643	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.32	9.68507	0.314934	1.4117e-07	9.99464	0.00536378	0.314923	9.68508	9.99957	0.000428032	9.99992	8.37149e-05	9.99992	8.37149e-05	9.95001	0.0499945	0.00104327	9.69002	0.30894	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.33	9.67539	0.324614	1.695e-07	9.99412	0.00587871	0.324602	9.6754	9.99952	0.000483761	9.99991	9.45495e-05	9.99991	9.45495e-05	9.94688	0.0531242	0.00114246	9.68064	0.318213	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.34	9.66572	0.334285	2.02396e-07	9.99357	0.00642531	0.33427	9.66573	9.99946	0.000544737	9.99989	0.000106394	9.99989	0.000106394	9.94365	0.056346	0.00124763	9.67129	0.327461	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.35	9.65605	0.343946	2.40424e-07	9.993	0.00700449	0.343929	9.65607	9.99939	0.000611277	9.99988	0.000119309	9.99988	0.000119309	9.94034	0.0596595	0.00135894	9.66196	0.336684	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.36	9.6464	0.353597	2.84201e-07	9.99238	0.00761713	0.353578	9.64642	9.99932	0.000683705	9.99987	0.000133355	9.99987	0.000133355	9.93694	0.0630644	0.00147655	9.65264	0.345882	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.37	9.63676	0.363238	3.34395e-07	9.99174	0.00826415	0.363216	9.63678	9.99924	0.000762355	9.99985	0.000148594	9.99985	0.000148594	9.93344	0.0665606	0.00160063	9.64334	0.355056	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.38	9.62713	0.37287	3.91733e-07	9.99105	0.00894644	0.372845	9.62715	9.99915	0.000847566	9.99983	0.000165091	9.99983	0.000165091	9.92985	0.0701476	0.00173133	9.63406	0.364204	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.39	9.61751	0.382492	4.56999e-07	9.99034	0.00966489	0.382464	9.61754	9.99906	0.000939691	9.99982	0.000182912	9.99982	0.000182912	9.92617	0.0738253	0.0018688	9.6248	0.373327	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.4	9.60789	0.392105	5.31037e-07	9.98958	0.0104204	0.392073	9.60793	9.99896	0.00103909	9.9998	0.000202124	9.9998	0.000202124	9.92241	0.0775933	0.00201321	9.61556	0.382425	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.41	9.59829	0.401708	6.14758e-07	9.98879	0.0112138	0.401672	9.59833	9.99885	0.00114612	9.99978	0.000222794	9.99978	0.000222794	9.91855	0.0814513	0.0021647	9.60634	0.391498	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.42	9.5887	0.411301	7.09141e-07	9.98795	0.0120461	0.411261	9.58874	9.99874	0.00126117	9.99976	0.000244995	9.99976	0.000244995	9.9146	0.085399	0.00232344	9.59713	0.400545	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.43	9.57911	0.420885	8.15235e-07	9.98708	0.012918	0.420839	9.57916	9.99862	0.00138462	9.99973	0.000268796	9.99973	0.000268796	9.91056	0.0894361	0.00248956	9.58794	0.409566	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.44	9.56954	0.430459	9.34163e-07	9.98617	0.0138304	0.430408	9.56959	9.99848	0.00151686	9.99971	0.000294272	9.99971	0.000294272	9.90644	0.0935624	0.00266323	9.57878	0.418562	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.45	9.55997	0.440024	1.06712e-06	9.98522	0.0147843	0.439967	9.56003	9.99834	0.00165829	9.99968	0.000321496	9.99968	0.000321496	9.90222	0.0977776	0.00284459	9.56962	0.427531	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.46	9.55042	0.449579	1.2154e-06	9.98422	0.0157805	0.449515	9.55048	9.99819	0.00180932	9.99965	0.000350544	9.99965	0.000350544	9.89792	0.102081	0.00303379	9.56049	0.436475	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.47	9.54087	0.459125	1.38036e-06	9.98318	0.0168198	0.459053	9.54095	9.99803	0.00197036	9.99962	0.000381494	9.99962	0.000381494	9.89353	0.106473	0.00323098	9.55138	0.445393	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.48	9.53134	0.468661	1.56345e-06	9.9821	0.0179031	0.468581	9.53142	9.99786	0.00214185	9.99959	0.000414425	9.99959	0.000414425	9.88905	0.110953	0.0034363	9.54228	0.454285	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.49	9.52181	0.478187	1.76621e-06	9.98097	0.0190312	0.478099	9.5219	9.99768	0.00232421	9.99955	0.000449415	9.99955	0.000449415	9.88448	0.11552	0.00364989	9.5332	0.46315	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.5	9.51229	0.487704	1.99028e-06	9.9798	0.020205	0.487607	9.51239	9.99748	0.00251788	9.99951	0.000486548	9.99951	0.000486548	9.87983	0.120175	0.00387191	9.52414	0.471989	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.51	9.50279	0.497211	2.23741e-06	9.97857	0.0214253	0.497104	9.5029	9.99728	0.00272332	9.99947	0.000525905	9.99947	0.000525905	9.87508	0.124917	0.00410249	9.5151	0.480802	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.52	9.49329	0.506709	2.50941e-06	9.97731	0.0226929	0.506592	9.49341	9.99706	0.00294098	9.99943	0.00056757	9.99943	0.00056757	9.87025	0.129745	0.00434177	9.50607	0.489588	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.53	9.4838	0.516197	2.80824e-06	9.97599	0.0240087	0.516068	9.48393	9.99683	0.00317132	9.99939	0.000611628	9.99939	0.000611628	9.86534	0.13466	0.00458989	9.49706	0.498347	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.54	9.47432	0.525676	3.13594e-06	9.97463	0.0253734	0.525535	9.47447	9.99659	0.00341482	9.99934	0.000658168	9.99934	0.000658168	9.86034	0.139661	0.004847	9.48807	0.50708	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.55	9.46485	0.535145	3.49467e-06	9.97321	0.026788	0.534991	9.46501	9.99633	0.00367195	9.99929	0.000707275	9.99929	0.000707275	9.85525	0.144747	0.00511322	9.4791	0.515786	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.56	9.45539	0.544605	3.88671e-06	9.97175	0.0282531	0.544436	9.45556	9.99606	0.0039432	9.99924	0.00075904	9.99924	0.00075904	9.85008	0.149919	0.0053887	9.47015	0.524465	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.57	9.44594	0.554055	4.31447e-06	9.97023	0.0297697	0.553871	9.44613	9.99577	0.00422907	9.99919	0.000813553	9.99919	0.000813553	9.84482	0.155176	0.00567356	9.46121	0.533117	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.58	9.4365	0.563496	4.78045e-06	9.96866	0.0313384	0.563295	9.4367	9.99547	0.00453005	9.99913	0.000870906	9.99913	0.000870906	9.83948	0.160518	0.00596795	9.45229	0.541742	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.59	9.42707	0.572927	5.28731e-06	9.96704	0.0329602	0.572709	9.42729	9.99515	0.00484666	9.99907	0.000931191	9.99907	0.000931191	9.83406	0.165944	0.00627199	9.44339	0.55034	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.6	9.41765	0.582349	5.83783e-06	9.96536	0.0346357	0.582112	9.41789	9.99482	0.00517941	9.99901	0.000994503	9.99901	0.000994503	9.82855	0.171454	0.00658582	9.4345	0.55891	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.61	9.40823	0.591761	6.43492e-06	9.96363	0.0363657	0.591504	9.4085	9.99447	0.00552883	9.99894	0.00106094	9.99894	0.00106094	9.82295	0.177048	0.00690956	9.42564	0.567453	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.62	9.39883	0.601164	7.08165e-06	9.96185	0.0381511	0.600886	9.39911	9.9941	0.00589545	9.99887	0.00113059	9.99887	0.00113059	9.81727	0.182725	0.00724334	9.41679	0.575969	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.63	9.38943	0.610557	7.78119e-06	9.96001	0.0399926	0.610257	9.38974	9.99372	0.00627979	9.9988	0.00120356	9.9988	0.00120356	9.81151	0.188486	0.0075873	9.40796	0.584457	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.64	9.38005	0.619941	8.53691e-06	9.95811	0.041891	0.619617	9.38038	9.99332	0.00668242	9.99872	0.00127994	9.99872	0.00127994	9.80567	0.194329	0.00794155	9.39914	0.592918	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.65	9.37067	0.629316	9.35229e-06	9.95615	0.0438469	0.628966	9.37103	9.9929	0.00710387	9.99864	0.00135984	9.99864	0.00135984	9.79974	0.200255	0.00830622	9.39034	0.601351	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.66	9.36131	0.638681	1.0231e-05	9.95414	0.0458612	0.638304	9.3617	9.99246	0.00754471	9.99856	0.00144336	9.99856	0.00144336	9.79374	0.206263	0.00868143	9.38156	0.609756	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.67	9.35195	0.648037	1.11768e-05	9.95207	0.0479346	0.64763	9.35237	9.99199	0.00800551	9.99847	0.00153059	9.99847	0.00153059	9.78765	0.212353	0.00906732	9.3728	0.618133	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.68	9.3426	0.657383	1.21938e-05	9.94993	0.0500678	0.656946	9.34305	9.99151	0.00848682	9.99838	0.00162165	9.99838	0.00162165	9.78148	0.218524	0.00946398	9.36405	0.626483	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.69	9.33327	0.66672	1.32859e-05	9.94774	0.0522615	0.666251	9.33375	9.99101	0.00898923	9.99828	0.00171664	9.99828	0.00171664	9.77522	0.224776	0.00987156	9.35532	0.634804	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.7	9.32394	0.676047	1.44577e-05	9.94548	0.0545165	0.675544	9.32446	9.99049	0.00951333	9.99818	0.00181565	9.99818	0.00181565	9.76889	0.231109	0.0102902	9.34661	0.643098	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.71	9.31462	0.685365	1.57135e-05	9.94317	0.0568335	0.684826	9.31517	9.98994	0.0100597	9.99808	0.00191881	9.99808	0.00191881	9.76248	0.237522	0.0107199	9.33792	0.651363	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.72	9.30531	0.694674	1.7058e-05	9.94079	0.0592132	0.694096	9.3059	9.98937	0.0106289	9.99797	0.00202621	9.99797	0.00202621	9.75598	0.244015	0.0111609	9.32924	0.6596	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.73	9.29601	0.703973	1.84961e-05	9.93834	0.0616563	0.703356	9.29664	9.98878	0.0112216	9.99786	0.00213796	9.99786	0.00213796	9.74941	0.250588	0.0116133	9.32058	0.667809	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
